videoID,start,end,notes,Empathy stage,Initial,Gender,neutral segment,isPrimarySpeaker,Category,Empathetic voice (does the voice sound empathetic?),Empathetic text (does what the speaker is saying seem to be empathetic?),Voice/Text Initial,Empathetic voice (2nd round),Empathetic text (2nd round),Voice/Text Initial (2nd round),Empathetic Voice 3,Empathetic Text 3,Third Annotator Initials where needed,Useful 4 Pres.,Notes on empathy stage,transcript,transcript_start,transcript_end
9cYeZdKeXsc,2:10,2:22,"paraphrasing, asking patient if they're okay with proposed conversation roadmap",4,TC,M,0:14-0:24,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,work a full eight hours every day it's just too much alright so you're having some concerns about full-time work and that level of energy you'd have to exert in that commitment alright so you'll be okay today if we kind of structured what we're gonna do sure before for this session so if it's okay with you I'd like to talk about that okay all right and get some more details about what's going on this week and your feelings surrounding that and we touched on this a little bit in the last session but I'd like to talk about kind of your record beliefs your central beliefs that might be contributing some of these feelings of depression yeah and then for the last part we'll work on like we did before maybe some interventions to try to help you with with what's going on work and with your depressed mood okay and we can make changes to this as needed I just want to start with an outline that we can we can have going in okay that makes sense okay anything I want to add or take away from that no I mean that makes sense okay,108.29,189.01
9cYeZdKeXsc,2:22,2:39,"paraphrasing, asking patient if they're okay with proposed conversation roadmap",4,TC,M,0:14-0:24,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,work a full eight hours every day it's just too much alright so you're having some concerns about full-time work and that level of energy you'd have to exert in that commitment alright so you'll be okay today if we kind of structured what we're gonna do sure before for this session so if it's okay with you I'd like to talk about that okay all right and get some more details about what's going on this week and your feelings surrounding that and we touched on this a little bit in the last session but I'd like to talk about kind of your record beliefs your central beliefs that might be contributing some of these feelings of depression yeah and then for the last part we'll work on like we did before maybe some interventions to try to help you with with what's going on work and with your depressed mood okay and we can make changes to this as needed I just want to start with an outline that we can we can have going in okay that makes sense okay anything I want to add or take away from that no I mean that makes sense okay,108.29,189.01
9cYeZdKeXsc,2:39,2:51,"paraphrasing, asking patient if they're okay with proposed conversation roadmap",4,TC,M,0:14-0:24,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,work a full eight hours every day it's just too much alright so you're having some concerns about full-time work and that level of energy you'd have to exert in that commitment alright so you'll be okay today if we kind of structured what we're gonna do sure before for this session so if it's okay with you I'd like to talk about that okay all right and get some more details about what's going on this week and your feelings surrounding that and we touched on this a little bit in the last session but I'd like to talk about kind of your record beliefs your central beliefs that might be contributing some of these feelings of depression yeah and then for the last part we'll work on like we did before maybe some interventions to try to help you with with what's going on work and with your depressed mood okay and we can make changes to this as needed I just want to start with an outline that we can we can have going in okay that makes sense okay anything I want to add or take away from that no I mean that makes sense okay,108.29,189.01
9cYeZdKeXsc,2:51,3:05,"paraphrasing, asking patient if they're okay with proposed conversation roadmap",2,TC,M,0:14-0:24,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,work a full eight hours every day it's just too much alright so you're having some concerns about full-time work and that level of energy you'd have to exert in that commitment alright so you'll be okay today if we kind of structured what we're gonna do sure before for this session so if it's okay with you I'd like to talk about that okay all right and get some more details about what's going on this week and your feelings surrounding that and we touched on this a little bit in the last session but I'd like to talk about kind of your record beliefs your central beliefs that might be contributing some of these feelings of depression yeah and then for the last part we'll work on like we did before maybe some interventions to try to help you with with what's going on work and with your depressed mood okay and we can make changes to this as needed I just want to start with an outline that we can we can have going in okay that makes sense okay anything I want to add or take away from that no I mean that makes sense okay,108.29,189.01
9cYeZdKeXsc,4:20,4:33,"asking questions, echoing answers","2,3",TC,M,4:50-5:01,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,two speakers,to do so the work program you're in now you work in the morning yeah what hours would be there 8 to noon 18 okay and there's some work you have to do in the afternoon well yeah when since I've been,257.47,281.8
nrTkPGbyRMA,1:36,1:42,,"1,2",TC,F,,TRUE,empathetic,,,DT,x,x,AL,x,x,AJ,,music,,-1,-1
nrTkPGbyRMA,2:06,2:20,"asking question, offering some insights in form of questions",2,TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,,-1,-1
nrTkPGbyRMA,2:33,2:45,paraphrase plus follow-up question,"2,3,4",TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,,-1,-1
nrTkPGbyRMA,3:17,3:26,question,"2,4",TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,,-1,-1
nrTkPGbyRMA,4:42,5:29,"question, paraphrase, propose solutions","2,3,4",TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,,-1,-1
O-6f5wQXSu8,0:00,0:04,,1,TC,M,5:30-5:40,TRUE,empathetic,x,,AK,,,AL,x,,AJ,,,hey there and welcome to this meditation to help you reduce anxiety first I'd,0,8.82
O-6f5wQXSu8,1:09,1:32,proposing course of action,4,TC,M,5:30-5:40,TRUE,empathetic,x,x,AK,x,x,AL,x,x,EL,,music,[Music] continue to take slow deep breaths allowing each inhale to be a bit deeper than the one before it feeling your lungs expand out as you inhale holding it for a beat and contracting back Ian as you exhale [Music],59.74,100.049
O-6f5wQXSu8,3:16,3:25,paraphrasing,3,TC,M,5:30-5:40,TRUE,empathetic,x,x,AK,x,x,AL,x,x,EL,,music,heighten an understandable reaction to this is that we try to control the situation even further we also tend to,195.2,210.05
O-6f5wQXSu8,3:26,3:46,paraphrasing and providing insights,"3,4",TC,M,5:45-5:52,TRUE,empathetic,x,x,AK,x,x,AL,x,x,EL,,music,situation even further we also tend to judge the situation and even our feelings about it [Music] those judgments and the stories we tell ourselves about it often become bigger than the situation itself which adds on even more stress and the cycle repeats,201.5,226.78
O-6f5wQXSu8,3:51,4:02,proposing course of action,4,TC,M,5:45-5:52,TRUE,empathetic,x,x,AK,x,x,AL,x,x,EL,,music,even more stress and the cycle repeats so right now I invite you to call to mind a situation that you feel is causing you anxiety what judgements are,221.54,248.49
O-6f5wQXSu8,4:05,4:20,,"2,4",TC,M,5:45-5:52,TRUE,empathetic,x,x,AK,x,x,AL,x,x,EL,,music,causing you anxiety what judgements are you holding about it [Music] as you name the judgment acknowledge its presence [Music],237.709,262.389
zq85xzRg6SM,3:58,4:09,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,4:15,4:30,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,4:35,4:51,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,4:52,5:18,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,5:19,5:47,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,5:47,5:52,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,5:54,5:59,,"3,4",TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,between these breaths as you begin to relax you'll notice that you have anatomical feelings here and thoughts as well thoughts are involuntary thoughts just enter into your head or at least they're experienced in your head i've been taught to refrain from judging the force and in fact regarding the thoughts and the feelings as the first material objects that my awareness encounters different in scale from a chair a table a cat a cloud or a car but not different in essence objects that travel through the awareness not integral to the self witnessed by the self,224.879,317.84
zq85xzRg6SM,10:16,10:29,,4,TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,omission omission feel your business feel in fact the limitlessness of awareness the formlessness of your awareness feel that your awareness does not require your name or your identity or your circumstances or your memory in order to exist that all these things occur within your awareness that your memory of who you are that your fears that your projections whether positive and or negative exist of course naturally inevitably within the space of this awareness that there is no objective truth about your life other than this awareness,609.44,662.16
zq85xzRg6SM,10:29,10:42,,4,TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,omission omission feel your business feel in fact the limitlessness of awareness the formlessness of your awareness feel that your awareness does not require your name or your identity or your circumstances or your memory in order to exist that all these things occur within your awareness that your memory of who you are that your fears that your projections whether positive and or negative exist of course naturally inevitably within the space of this awareness that there is no objective truth about your life other than this awareness,609.44,662.16
zq85xzRg6SM,10:42,11:02,,4,TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,omission omission feel your business feel in fact the limitlessness of awareness the formlessness of your awareness feel that your awareness does not require your name or your identity or your circumstances or your memory in order to exist that all these things occur within your awareness that your memory of who you are that your fears that your projections whether positive and or negative exist of course naturally inevitably within the space of this awareness that there is no objective truth about your life other than this awareness,609.44,662.16
zq85xzRg6SM,12:38,13:47,,4,TC,M,0:00-0:23,TRUE,empathetic,x,x,AL,x,x,AJ,not sure,x,IC,,,temporary feel the energy in your hands this energy is not thought this energy is not fear this is your life the force of your life the power of your life the energy the awakeness of your hands see yourself held by inner and outer forces by an inner and outer power consider ultimately the futility of the terms inner and outer consider the annihilation of all boundaries consider the point where the in-breath becomes the exhalation consider the point where the molecules that form your face and your body and your skeleton blend inevitably with the molecules that surround them consider the connection between all things,756.839,832.959
sG7DBA-mgFY,0:16,0:32,,4,TC,M,3:15-3:20,TRUE,empathetic,x,x,,x,x,AL,x,x,IC,,,soft focus just taking in the space around you in the room no matter what's been going on no matter what the mind is stressed with right now no matter how the body feels just for a moment letting go of all of that just focusing on the space around you,12.4,37.36
sG7DBA-mgFY,5:47,5:49,,4,TC,M,0:12-0:28,TRUE,empathetic,x,x,,x,x,AL,x,x,IC,,,as they pass so giving the mind lots of space just let the mind do its own thing if it wants to think let it think the only time you need to note is if you have completely lost any attention on the breath being distracted in some way just noticing whether it's thinking or feeling distracted you letting it go and coming back to that sensation of the breath again,318.08,383.56
sG7DBA-mgFY,5:50,5:53,,4,TC,M,0:12-0:28,TRUE,empathetic,x,x,,x,x,AL,x,x,IC,,,as they pass so giving the mind lots of space just let the mind do its own thing if it wants to think let it think the only time you need to note is if you have completely lost any attention on the breath being distracted in some way just noticing whether it's thinking or feeling distracted you letting it go and coming back to that sensation of the breath again,318.08,383.56
sG7DBA-mgFY,5:56,6:05,,4,TC,M,0:12-0:28,TRUE,empathetic,x,x,,x,x,AL,x,x,IC,,,as they pass so giving the mind lots of space just let the mind do its own thing if it wants to think let it think the only time you need to note is if you have completely lost any attention on the breath being distracted in some way just noticing whether it's thinking or feeling distracted you letting it go and coming back to that sensation of the breath again,318.08,383.56
sG7DBA-mgFY,6:08,6:13,,4,TC,M,0:12-0:28,TRUE,empathetic,x,x,,x,x,AL,x,x,IC,,,as they pass so giving the mind lots of space just let the mind do its own thing if it wants to think let it think the only time you need to note is if you have completely lost any attention on the breath being distracted in some way just noticing whether it's thinking or feeling distracted you letting it go and coming back to that sensation of the breath again,318.08,383.56
sG7DBA-mgFY,6:14,6:21,,4,TC,M,0:12-0:28,TRUE,empathetic,x,x,,x,x,AL,x,x,IC,,,as they pass so giving the mind lots of space just let the mind do its own thing if it wants to think let it think the only time you need to note is if you have completely lost any attention on the breath being distracted in some way just noticing whether it's thinking or feeling distracted you letting it go and coming back to that sensation of the breath again,318.08,383.56
D96J4RS-eDY,0:57,1:08,physical gesture,"1,4",TC,M,,TRUE,empathetic,,x,,,x,AL,x,x,IC,,music,unbelievable now what are you doing other treatments include compassion and physical reassurance okay really you will be all right there there thanks,53.73,73.97
IVIoC5ROaHk,16:20,16:27,expression of personal opinion (anti-empathetic),4,TC,M,7:17-7:30,FALSE,Both,,,AL,,,AJ,,,IC,,,thing that I have right now there is no reason that every single black kid on the block can do that same thing so you,979.21,1004.59
IVIoC5ROaHk,35:33,35:50,expression of personal opinion (empathetic),4,TC,M,7:17-7:30,FALSE,Both,,,AL,,,AJ,,,IC,,,do that then you walk mounted and gonna make a strong point because I agree with exactly what you said is that we tell people in this country of that thing if they don't have a college degree and that is the biggest lie that we tell to people instead of a huge lie that we told a black kids that they are nothing without a college degree because you want to talk about student loan debt I got student loan debt you got to load that she got students to do that so what we're doing is we're telling these kids that they are nothing unless they have this degree which is virtually worthless okay at a certain point what we need to start telling our you to do is to build businesses like you don't need a degree to do that and we have a system that is putting these kids putting this idea in their mind that they need this degree to be worth something and making them indebted to the government at the same solution or,2131.21,2191.42
IVIoC5ROaHk,35:50,36:25,expression of personal opinion (empathetic),4,TC,M,7:17-7:30,FALSE,Both,,,AL,,,AJ,,,IC,,,do that then you walk mounted and gonna make a strong point because I agree with exactly what you said is that we tell people in this country of that thing if they don't have a college degree and that is the biggest lie that we tell to people instead of a huge lie that we told a black kids that they are nothing without a college degree because you want to talk about student loan debt I got student loan debt you got to load that she got students to do that so what we're doing is we're telling these kids that they are nothing unless they have this degree which is virtually worthless okay at a certain point what we need to start telling our you to do is to build businesses like you don't need a degree to do that and we have a system that is putting these kids putting this idea in their mind that they need this degree to be worth something and making them indebted to the government at the same solution or,2131.21,2191.42
IVIoC5ROaHk,35:33,36:06,expression of personal opinion (empathetic),4,TC,M,7:17-7:30,FALSE,Both,,,AL,,,AJ,,,IC,,,do that then you walk mounted and gonna make a strong point because I agree with exactly what you said is that we tell people in this country of that thing if they don't have a college degree and that is the biggest lie that we tell to people instead of a huge lie that we told a black kids that they are nothing without a college degree because you want to talk about student loan debt I got student loan debt you got to load that she got students to do that so what we're doing is we're telling these kids that they are nothing unless they have this degree which is virtually worthless okay at a certain point what we need to start telling our you to do is to build businesses like you don't need a degree to do that and we have a system that is putting these kids putting this idea in their mind that they need this degree to be worth something and making them indebted to the government at the same solution or,2131.21,2191.42
IVIoC5ROaHk,36:06,36:22,expression of personal opinion (empathetic),4,TC,M,7:17-7:30,FALSE,Both,,,AL,,,AJ,,,IC,,,do that then you walk mounted and gonna make a strong point because I agree with exactly what you said is that we tell people in this country of that thing if they don't have a college degree and that is the biggest lie that we tell to people instead of a huge lie that we told a black kids that they are nothing without a college degree because you want to talk about student loan debt I got student loan debt you got to load that she got students to do that so what we're doing is we're telling these kids that they are nothing unless they have this degree which is virtually worthless okay at a certain point what we need to start telling our you to do is to build businesses like you don't need a degree to do that and we have a system that is putting these kids putting this idea in their mind that they need this degree to be worth something and making them indebted to the government at the same solution or,2131.21,2191.42
CSwSxWbX5UE,0:13,0:29,expression of personal opinion,4,TC,F,0:01-0:05,TRUE,anti-empathetic,?,?,AJ,,,AL,?,?,IC,,,">> WHEN DID YOU HEAR US SAY THAT? THAT'S NOT FAIR. >> IT IS HORRIFIC. >> KAYLEIGH, CAN YOU RETRACT THAT. THAT'S NOT FAIR. >> TO SAY HOW THEY WILL BE DIFFERENT THAN BARACK OBAMA AND HOW THEY WILL GET AFRICAN-AMERICANS OUT OF THIS VICIOUS CYCLE WHERE YOU'RE IN A FAILING SCHOOL AND THEN ONE-THIRD OF AFRICAN-AMERICANS ARE IN POVERTY AND THAT IS HORRENDOUS. IT'S TIME TO LIVE UP TO THE PROMISES THAT HAVE BEEN MADE TO THIS COMMUNITY AND EVERYONE DESERVES A SHOT TO THE AMERICAN DREAM. I HAVE TO CORRECT SOMETHING YOU SAID. DONALD TRUMP WAS POSITIVE AND HE SAID AFRICAN-AMERICANS HAVE FOUGHT IN EVERY SINGLE WAR AND THEY'VE RAISED THE NATIONAL CONSCIENCE. YOU DON'T WANT TO HEAR GOOD THINGS FROM DONALD TRUMP. HE WAS VERY GOOD TODAY AND HE WAS ON THE CUTTING EDGE OF CIVIL RIGHTS AT MAR-A-LAGO. >>. >> WAIT A MINUTE -- [ INDISCERNIBLE ] >> CIVIL RIGHTS AND MAR-A-LAGO DON'T GO TOGETHER. >> I KNOW WHAT YOU SAID. YOU LIED. MAR-A-LAGO, HE WAS THE FIRST PERSON TO ALLOW BLACKS AND JEWISH INDIVIDUALS INTO HIS -- INTO HIS CLUB. IN FACT, HE BROUGHT A LAWSUIT AGAINST OTHER CLUBS PART OF WHICH ALLEGE THEY WEREN'T ALLOWING. >> AFTER HE GOT SUED FOR SPOUSAL DISCRIMINATION. >> WHY DIDN'T HE RENT TO AFRICAN-AMERICANS? >> WHY DIDN'T HE RENT TO AFRICAN-AMERICANS? THERE WERE A LOT OF FEDERAL",12.945,90.99
CSwSxWbX5UE,2:34,2:48,anger,4,TC,F,0:01-0:05,TRUE,anti-empathetic,,,AJ,,,AL,?,?,IC,,,HE CAN APOLOGIZE FOR THE FULL-PAGE AD AND I AM JUST GETTING STARTED AND I HAVEN'T EVEN GOT TO LAST JULY. DONALD TRUMP DOESN'T JUST HAVE A MESSAGING PROBLEM AND HE HAS A MESSAGE AND BELIEF PROBLEM AND HE HAS TO HEAR IT FROM MORE THAN,153.519,171.937
XoZ_ajEXXGY,1:37,1:43,dismissive laugh,4,TC,M,0:01-0:09,TRUE,anti-empathetic,,,AJ,,,AL,,,IC,,,of what you believe mr. Morgan but your credibility to interviews that we add on this program because I don't I can't,94.8,106.56
XoZ_ajEXXGY,4:24,4:28,,4,TC,M,0:12-0:34,TRUE,anti-empathetic,,,AJ,,,AL,,,IC,,,time I spent with Donald Trump when I was 10 years yourself everything's bigger right you,262.479,269.41
1u4sXGhTh5o,1:33,1:36,,4,TC,M,,TRUE,anti-empathetic,,,AJ,,,AL,,,IC,,,quit this alright you look dumb as a stump my friend I mean the wind must,91.43,102.12
1u4sXGhTh5o,6:32,6:38,,4,TC,M,,TRUE,anti-empathetic,,,AJ,,,AL,,,IC,,,hey you numbskull daddy tough talk cowpoke you know I don't like,391.4,406.849
MDjfTv1gi2M,0:15,0:23,trying to indicate about own knowledge about the other but antagonistically',"3,4",TC,M,0:53-0:55,FALSE,anti-empathetic,,x,AJ,,,AL,,,IC,,,,-1,-1
MDjfTv1gi2M,0:45,1:01,"apologizing, but angrily and antagonistically",4,TC,F,0:53-0:55,FALSE,anti-empathetic,,,AJ,,,AL,,,IC,,,,-1,-1
_bqhVqTuFO4,3:28,3:36,,4,TC,M,0:21-0:31,FALSE,anti-empathetic,,,AJ,,,AL,,,IC,,,"Honey, I'm so exhausted. I just honestly want to relax for a little bit. If I could just sit here, and let my food digest, and just try to enjoy the quiet for little bit Get some! get some! Get some! That's what happens And we will.. You know, we can clean the dishes tomorrow. - Gary you know..",20.9,37.3
_bqhVqTuFO4,0:39,0:50,,4,TC,F,0:06-0:08,FALSE,anti-empathetic,,,AJ,,,AL,,,IC,,,"I really am! Come on. You knew I was working today, and I made that meal..and, you could have thought to yourself, you know, you could have said, ""Yeah, I think I'm gonna get a Brooke some flowers.""",120,130
FDFdroN7d0w,0:22,0:34,,4,TC,M,0:07-0:11,FALSE,anti-empathetic,,,AJ,,,AL,,,IC,,,,-1,-1
FDFdroN7d0w,0:55,1:01,,4,TC,F,,FALSE,anti-empathetic,,,AJ,,,AL,,,IC,,,,-1,-1
f6pjrF2w_jo,1:30,1:40,overlapping speakers,4,TC,F,,FALSE,anti-empathetic,,x,AJ,,x,AL,,,IC,,overlapping speakers,,-1,-1
f6pjrF2w_jo,6:57,7:04,overlapping speakers,4,TC,,,FALSE,anti-empathetic,x,?,AJ,,,AL,,,IC,,,,-1,-1
f6pjrF2w_jo,7:03,7:08,overlapping speakers,4,TC,,,FALSE,anti-empathetic,x,x,AJ,,,AL,,,IC,,,,-1,-1
iQEurMdJtds,0:22,0:26,,1,DT,F,5:07-5:30,,empathetic,not sure,x,AK,x,x,DT,,,IC,,,let you take it away okay well thank you so much for coming to see me Kyle what can I help you with today,20.55,29.609
iQEurMdJtds,2:16,2:37,,"2,3",DT,F,7:23-7:41,,empathetic,not sure,x,AK,x,x,DT,,x,IC,,,kind of in general yeah so sometimes you still struggle with for example thinking whether or not you're valuable worthwhile enough you connect that sometimes to the work that you're doing so obviously when you're doing great and you feel great about it everything's awesome but then you make a mistake or something like that you might take it harder than the average person perhaps I don't know if I take mistakes,134.7,160.35
iQEurMdJtds,4:01,4:05,,2,DT,F,7:23-7:41,,empathetic,x,x,AK,,x,DT,,x,IC,,,um tell me a little bit about the hopelessness or helplessness that you feel sometimes well I believe that those,240.93,252.27
iQEurMdJtds,7:16,7:22,,3,DT,F,14:00-14:15,,empathetic,x,x,AK,,,DT,,,IC,,,hopeless because you're busy right Yeah right exactly so sometimes maybe that distraction is keeping it at bay yes but you don't feel like you've addressed the,435.05,444.38
iQEurMdJtds,9:13,9:25,,4,DT,F,14:00-14:15,,empathetic,x,x,AK,,,DT,,,IC,,,sense it does so with the distress tolerance there's a couple of ways that we can work on this one thing when you're are feeling hopeless and helpless is to try to improve that moment at that very time and so a very simple way is,552.5,569.6
hVd_rdhKTVk,0:13,0:14,"""really?""",1,DT,F,0:52-0:59,,empathetic,not sure,x,AK,x,x,DT,x,x,IC,,two speakers,if we exchange a sentence.,11.22,13.306
hVd_rdhKTVk,3:39,3:42,question,2,DT,F,3:24-3:38,,empathetic,not sure,x,AK,,x,DT,x,,IC,,,"-Yeah.
 -you do you. And you say, ""Our time apart had
 helped us both to discover the power of loving
 in freedom. We are simultaneously
 one hundred percent bound together, and one hundred percent free. We agreed that we were
 both imperfect people, doing our best
 to figure out how to be in this world joyfully."" What does it mean
 to love in freedom?",203.203,222.073
hVd_rdhKTVk,1:07,1:23,,3,DT,F,3:24-3:38,,empathetic,,x,AK,x,x,DT,x,x,IC,,,"And then you all ended up,
 literally-- I think that was the thing
 that actually drove-- there already was a wedge,
 but that 40th birthday party was the final moment
 when you said you were gonna-- you were no longer
 gonna be in a relationship where you were trying to
 make her happy.",65.184,83.966
EmJWrU73A18,1:07,1:10,"resonating, agreeing",1,DT,F,0:01-0:04,,empathetic,x,x,AK,,x,DT,x,x,IC,,two speakers,and I just wanted to grab hold of that it was amazing how fast that happens God he goes by so fast and I wanted to watch,64.89,76.74
EmJWrU73A18,0:17,0:31,"acknowledging, rephrasing",3,DT,F,0:01-0:04,,empathetic,x,not sure,AK,x,,DT,?,?,IC,,,yeah the voice yeah there was a time I read where you were actually thinking in this past seven years because you haven't done an album since 2002 but you were thinking of I read going to an island and having a,15.929,31.25
EmJWrU73A18,2:17,2:22,"acknowledging, providing an example",3,DT,F,0:01-0:04,,empathetic,not sure,,AK,,,DT,?,?,IC,,,thought it was a con and I think that happens when we saw you in 1991 and you sing the star-spangled banner exactly I,135.78,143.97
WCxzFDVSKDc,2:34,2:49,"relating to experience, asking questions","2,3",DT,M,2:02-2:12,,empathetic,,x,AK,,,DT,,,IC,,,">> Stephen: WERE THERE ANY
 JOKES LIKE-- BECAUSE, I DID IT MANY, MANY, MANY YEARS AGO. AND THERE WERE SOME JOKES I CUT
 ON THE FLY. I WAS LIKE, ""THEY DON'T WANT TO
 HEAR ANY MORE OF THESE."" WERE THERE ANY JOKES YOU DECIDE
 NOT TO TELL IN THE MOMENT OR JUST HOLD TO? >> I DID EVERY JOKE I WANTED TO
 DO.",153.119,170.87
WCxzFDVSKDc,3:47,3:50,,2,DT,M,0:58-1:03,,empathetic,x,x,AK,x,x,DT,x,x,IC,,,"HORROR STORY, CHASED BY NAZIS
 ACROSS FIELD FIELDS A FIELDS AND",222.589,231.297
WCxzFDVSKDc,4:34,4:38,"quoting advice, restating ","3,4",DT,M,0:58-1:03,,empathetic,x,x,AK,,,DT,,,IC,,,"AND THE GUY LEANS IN TO ME--
 YOU'VE GIVEN ME THIS PIECE OF ADVICE-- YOU HAVE TO STAY IN THE
 MOMENT AND KEEP IT ROLLING.",271.337,278.077
q3iXrayrsHk,1:09,1:11,"disbelief, ridiculing",,DT,F,1:27-1:32,,anti-empathetic,,,AK,,,DT,,,IC,,useless segment,Bambi okay and then Rosie Harley yeah,61.219,75.96
q3iXrayrsHk,4:12,4:16,"shutting him down, ""whatever"", frustrated",,DT,F,5:55-5:58,,anti-empathetic,,,AK,,,DT,,,IC,,,oh whatever this isn't we're not even doing this right cuz you were supposed to guess how many and I'm telling no,250.72,257.95
q3iXrayrsHk,4:36,4:44,"frustration, irritation",,DT,F,5:55-5:58,,anti-empathetic,,,AK,,,DT,,,IC,,,names reason no you know this remember the other day we were talking about this it was a good night so it's funny that those are my parents first names no one,273.13,292.66
Eupw-yTBkQI,2:26,2:40,,1,DT,F,2:54-3:13,,empathetic,x,x,AK,x,x,DT,x,x,IC,,,,-1,-1
Eupw-yTBkQI,3:33,3:36,"""it sounds like"", acknowledging",3,DT,F,5:34-5:48,,empathetic,,x,AK,,x,DT,,x,IC,,,,-1,-1
Eupw-yTBkQI,7:06,7:17,"giving advice, proposing solution",4,DT,F,5:34-5:48,two speakers,empathetic,x,x,AK,x,x,DT,x,x,IC,,,,-1,-1
Eupw-yTBkQI,9:14,9:25,"acknowledging discomfort, offering advice","3,4",DT,F,6:27-6:49,,empathetic,,x,AK,x,x,DT,,x,IC,,,,-1,-1
Eupw-yTBkQI,2:40,2:44,"""like you said"", restating, paraphrasing",3,DT,F,6:27-6:49,,empathetic,,not sure,AK,,,DT,,,IC,,different speaker,,-1,-1
bJbqiHbusKY,0:12,0:14,,1,DT,M,1:18-1:25,,empathetic,,,AK,,,DT,x,x,IC,,,you often see all my Pete Noakes yeah it's so crazy you got a lot going on bro,9.69,17.4
bJbqiHbusKY,0:16,0:17,,2,DT,M,1:18-1:25,,empathetic,x,x,AK,x,x,DT,x,x,IC,,,yeah well bit how you feelin first of,15.24,19.26
bJbqiHbusKY,0:22,0:24,,2,DT,M,1:18-1:25,,empathetic,x,x,AK,,x,DT,x,x,IC,,,I'm good place meaning for pb's a good,21.75,26.4
bJbqiHbusKY,1:06,1:10,,3,DT,M,1:18-1:25,,empathetic,not sure,x,AK,x,x,DT,,x,IC,,,yeah yeah so you wait you read stuff about yourself and you be like who is this guy yeah I'm like am I like after a,65.339,73.05
